Date,Title,URL,md_file,ESG_or_not,Story_Type,Jurisdiction,Cross_sector_relevance,Policy_significance,Business_risk_opportunity,Strategic_ESG_signal,Corporate_governance_relevance,Forward_looking_insight,Member Relevance,Rating,Relevance,Output 1,Output 2,Output 3,Output 4,Output 5,Output 6,Hook,One Liner
2026-04-17,"Doorstop, Singapore",https://www.trademinister.gov.au/minister/don-farrell/transcript/doorstop-singapore,206.md,Yes,"Ministerial, Diplomatic, and International Engagements",Australian National Scope,8,7,6,5,6,6,6,6.355932,Medium,Australia-Singapore essential supplies protocol.,Australia's Don Farrell and Penny Wong engaged with Singaporean counterparts in Singapore to advance a protocol on essential supplies under SAFTA.,The protocol settles arrangements to prioritise fuel and essential supplies to support energy security and open trade lanes.,"The agreement reinforces trusted partnerships in difficult times, with potential implications for regional supply chain resilience and mutual energy security between Australia and Singapore.",,,Energy pact sealed,"Australia and Singapore finalize protocol to ensure continuous fuel and essential supplies, boosting energy security."
2026-04-22,Joint Statement Australia-France Ministerial Trade and Investment Dialogue,https://www.trademinister.gov.au/minister/don-farrell/statements/joint-statement-australia-france-ministerial-trade-and-investment-dialogue,207.md,Yes,"Ministerial, Diplomatic, and International Engagements",Australian National Scope,8,8,8,8,7,7,7,7.661017,High,Australia–France Trade Dialogue Opens.,Australian Trade Minister Don Farrell hosted France's Nicolas Forissier in South Australia for the trade and investment dialogue.,"They reaffirmed the 2023 Australia-France Roadmap, welcomed the Australia-EU Free Trade Agreement, and agreed to expand cooperation in critical minerals, energy transition, and transportation infrastructure.","The talks signal strengthened supply-chain resilience, reinforced rules-based trade, and broaden collaboration to advance Indo-Pacific stability and decarbonisation through shared investment and policy initiatives.",,,France-Australia trade deepens,MOU on cofinancing boosts cross-border projects and critical minerals ties.
2026-04-24,Australian Government General Government Sector Monthly Financial Statements for March 2026,https://ministers.finance.gov.au/financeminister/media-release/2026/04/24/australian-government-general-government-sector-monthly-financial-statements-march-2026,208.md,No,,,,,,,,,,,,,,,,,,,
2026-04-21,PowerUp Victoria: regulator’s partnership with Women’s Health in the North,https://www.esc.vic.gov.au/media-centre/powerup-victoria-regulators-partnership-womens-health-north,CLEANED,NO FILE,,,,,,,,,,,,,,,,,,,
2026-04-24,NPWS hazard reduction burn in Morton National Park | Media release,https://www.environment.nsw.gov.au/news/npws-hazard-reduction-burn-morton-national-park,CLEANED,NO FILE,,,,,,,,,,,,,,,,,,,
2026-04-24,Hazard reduction burn – Sapphire Coast area | Media release,https://www.environment.nsw.gov.au/news/hazard-reduction-burn-sapphire-coast-area,CLEANED,NO FILE,,,,,,,,,,,,,,,,,,,
2026-04-24,State Heritage Register listing of Ravensworth Homestead | Media statement,https://www.environment.nsw.gov.au/news/state-heritage-register-listing-ravensworth-homestead,212.md,Yes,Legislative and Statutory Developments,NSW,3,7,6,5,5,6,3,5.254237,Medium,Ravensworth Homestead Listed.,The NSW Government has decided to list Ravensworth Homestead Complex and Setting on the State Heritage Register.,"Decision follows a strong NSW Heritage Council recommendation and concerns a Glencore-owned site on Hunter land, noted for convict-built structures and landscape setting with archaeological and Aboriginal heritage potential.","ESG relevance centers on safeguarding cultural heritage within business activity and balancing owner rights. The decision may influence future land-use conversations, including possible exemptions or management options considered by the NSW Heritage Council.",,,Heritage listing confirmed,"NSW moves Ravensworth onto the State Register despite owner opposition, boosting preservation."
2026-04-23,Hazard reduction burn in Brindabella National Park | Media release,https://www.environment.nsw.gov.au/news/hazard-reduction-burn-brindabella-national-park,213.md,Yes,"Environmental Protection, Biodiversity, and Nature Policy",NSW,6,7,6,7,2,6,2,5.576271,Medium,Hazard reduction burn in Brindabella.,The NSW NPWS is conducting a hazard reduction burn.,The 720-hectare Maginot prescribed burn in Brindabella National Park aims to reduce fuel loads and support biodiversity during autumn conditions.,"The burn supports safer firefighter access and reduced fuel loads, with temporary closures and public health guidance to manage smoke exposure.",,,Brindabella burn begins,NSW NPWS launches a 720-hectare hazard burn to cut fuel and safeguard access; closures advised.
2026-04-23,NPWS hazard reduction burns continue in Wollemi National Park | Media release,https://www.environment.nsw.gov.au/news/npws-hazard-reduction-burns-continue-wollemi-national-park,CLEANED,NO FILE,,,,,,,,,,,,,,,,,,,
2026-04-22,Hazard reduction burn – Eurobodalla area | Media release,https://www.environment.nsw.gov.au/news/hazard-reduction-burn-eurobodalla-area,CLEANED,NO FILE,,,,,,,,,,,,,,,,,,,
2026-04-22,Hazard reduction burns – Sapphire Coast area | Media release,https://www.environment.nsw.gov.au/news/hazard-reduction-burns-sapphire-coast-area,CLEANED,NO FILE,,,,,,,,,,,,,,,,,,,
2026-04-21,Hazard reduction burns across Sydney this week | Media release,https://www.environment.nsw.gov.au/news/hazard-reduction-burns-across-sydney-week,217.md,Yes,"Environmental Protection, Biodiversity, and Nature Policy",NSW,6,6,7,7,1,6,1,5.389831,Medium,Hazard reduction burns across Sydney.,Hazard reduction burns are being conducted across Sydney to reduce bushfire risk.,"Goarra (Royal National Park, 350 ha) begins 22 April; Powerline Trail (Ku-ring-gai Chase NP, 230 ha) starts 23 April; Nanny Goat Hill (Wolli Creek Regional Park) 24 April.",This aligns with community safety and environmental risk management by coordinating with RFS to limit smoke exposure and protect park access and nearby neighbours.,,,Sydney hazard burns underway,Hazard reduction operations in three parks this week to cut bushfire risk.
2026-04-21,New signs installed to protect koalas on local roads | News,https://www.environment.nsw.gov.au/news/new-signs-installed-protect-koalas-local-roads,218.md,Yes,"Environmental Protection, Biodiversity, and Nature Policy",NSW,7,7,6,8,5,7,7,6.677966,Medium,Koala Road Safety Signs.,Vehicle-activated koala zone signs installed across Sutherland Shire to reduce koala vehicle strikes.,"The six dynamic signs at Woronora Heights, Sandy Point, Barden Ridge and Bonnet Bay operate during the koala breeding season (August–February) and rotate locations every four weeks.","This measure, funded by NSW Koala Strategy, complements broader efforts to reduce wildlife-vehicle collisions and protect koala habitat, contributing to regional biodiversity preservation and safer road networks.",,,Koalas on the road?,Six vehicle-activated signs across Sutherland Shire target hotspots during breeding season to reduce wildlife collisions.
2026-04-21,Restoring koala habitat in the New England Tablelands | News,https://www.environment.nsw.gov.au/news/restoring-koala-habitat-new-england-tablelands,219.md,Yes,"Environmental Protection, Biodiversity, and Nature Policy",NSW,6,7,2,8,2,7,6,5.338983,Medium,Koala habitat restoration.,NSW NPWS is restoring habitat in Booroolong Nature Reserve to reconnect koala habitat.,"Over 3,300 native trees and shrubs planted, with fencing to protect them from grazing and improve establishment in the New England Tablelands.","The project supports connectivity for koalas and other threatened species, contributing to landscape-scale resilience and aligning with the NSW Koala Strategy and broader restoration targets across parks and reserves.",,,Koala habitat reborn,"NPWS reconnects bushland; koalas gain mobility and resilience across 6,400 hectares."
2026-04-23,Commission announces 2028 European Green Cities competitors,https://environment.ec.europa.eu/news/commission-announces-2028-european-green-cities-competitors-2026-04-23_en,220.md,Yes,Funding and Grant Announcements,International,8,9,8,8,7,6,5,7.610169,High,EU Green Capital Funding.,The European Commission announced prize funding for the 2028 European Green Capital and the European Green Leaf awards.,"The winner will receive €600,000 and Green Leaf winners €200,000 each to support action across seven indicators and awareness events.","The awards create visibility and investment potential for cities advancing air, water, waste, and climate actions, enhancing resilience and local pride.",,,Green Capital race,"Seventeen contenders and ten leaves vie; finalists named in July, winners announced Oct 8, 2026."
2026-04-23,Youth voices help shape circular future at annual conference,https://environment.ec.europa.eu/news/youth-voices-help-shape-circular-future-annual-conference-2026-04-23_en,221.md,Yes,Consultation and Policy Design Opportunities,International,9,9,8,8,8,7,6,8.118644,High,Youth voices on the Circular Economy Act.,Commissioner Roswall opened the session seeking feedback on the Circular Economy Act from youth speakers.,"The consultation covers the Circular Economy Act, youth perspectives on policy measures, harmonised markets for secondary materials, and safety and communication improvements.","For ESG readers, the process informs future policy alignment, supply chains for recycled materials, and market opportunities for responsible investment.",,,Youth steer CEA,An EU act on reuse and materials faces young input and clarity.
2026-04-22,ForOurPlanet 2026 calls for bringing nature back to life,https://environment.ec.europa.eu/news/forourplanet-2026-calls-bringing-nature-back-life-2026-04-22_en,222.md,Yes,"Environmental Protection, Biodiversity, and Nature Policy",International,7,8,6,8,3,6,1,6.186441,Medium,Europe's Nature Restoration Push.,The European Commission launched the #ForOurPlanet campaign focused on nature restoration.,"In Europe, 80% of habitats are in poor condition and up to a million species are at risk globally; the drive includes restoring soils, supporting biodiversity, and community actions.","The initiative under the Nature Restoration Regulation signals policy alignment with funded projects and EU Green Week events, including the Green Skills Award prize and opportunities to showcase restoration work.",,,Nature restoration kicks off,"EU launches #ForOurPlanet 2026 campaign on habitat revival, with practical tips, finalists, and prize."
2026-04-21,Why the EU Ecolabel is young consumers’ roadmap to more conscious consumption,https://environment.ec.europa.eu/news/why-eu-ecolabel-young-consumers-roadmap-more-conscious-consumption-2026-04-21_en,223.md,Yes,"Environmental Protection, Biodiversity, and Nature Policy",International,8,8,8,8,3,7,5,6.983051,Medium,EU Ecolabel strengthens sustainable shopping.,"The EU Ecolabel certifies products to reduce water, air, and soil impact and improve durability and safety.","It requires independent verification and bans hazardous chemicals, with over 116,000 goods and services certified across textiles, cosmetics, accommodation, and detergents.","The label supports consumer-driven demand for credible sustainability marks, helping reduce greenwashing and potentially influence online and platform displays as young shoppers prioritise ethical brands.",,,"Greener goods, clear label","EU sustainability label credibility guides Gen Z spending and shelves, boosting sustainable choice by 2026."
2026-04-21,Creating win-win for business and people key to success of circular economy,https://www.eea.europa.eu/en/newsroom/news/creating-win-win-for-business-and-people-key-to-success-of-circular-economy,224.md,Yes,"Reports, Data Releases, and Analytical Insights",International,9,9,8,8,9,9,8,8.644068,High,"EU Circular Economy Act has implications for scaling circular business models and job quality, with 4.4 million circular-economy jobs 2014–2023 and half a million remanufacturing jobs by 2030, says the EEA.","“People must be at the heart of Europe’s circular economy ambitions,” the EEA says.","“Half a million remanufacturing jobs by 2030,” the EEA says.",,,,Circularity under pressure,"EU to scale circular business with just transition rules, targeting 0.5 million jobs by 2030."
2026-04-20,Help shape Europe’s Circular Economy Act: Join the final stakeholder workshop,https://environment.ec.europa.eu/news/help-shape-europes-circular-economy-act-join-final-stakeholder-workshop-2026-04-20_en,225.md,Yes,Consultation and Policy Design Opportunities,International,8,9,7,8,9,8,5,8.050847,High,Circular Economy Act Workshop.,The European Commission’s Directorate-General for Environment has launched the final stakeholder workshop on the Circular Economy Act to discuss impact assessments and policy measures.,It covers the Commission’s impact-assessment findings and the key policy measures considered under the Circular Economy Act ahead of adoption later this year.,"For ESG readers, it informs planning and potential investment or compliance considerations as the act moves toward adoption later this year.",,,Policy clock tightens,EU hosts workshop on Circular Economy Act to set measures ahead of adoption this year.
2026-04-20,"Blooming, beautiful, and chemical-free: Great gardens can also be pollinator havens",https://environment.ec.europa.eu/news/blooming-beautiful-and-chemical-free-great-gardens-can-also-be-pollinator-havens-2026-04-20_en,226.md,Yes,"Environmental Protection, Biodiversity, and Nature Policy",International,7,7,4,7,2,7,2,5.559322,Medium,Pollinator-friendly pesticide bans.,Encourages pesticide-free urban spaces and native planting to support pollinators.,"The piece notes Paris has been pesticide-free for several years, and France has banned pesticides in towns and cities, with guidance on native plants and water sources.","Adopting pesticide-free spaces can reduce chemical exposure risks and support biodiversity in urban operations and planning, aligning with EU biodiversity and urban greening goals.",,,Pesticide-free cities bloom,EU towns ban chemicals to boost pollinator networks and health.
2026-04-19,"Sow, Grow, Unite: A garden for every generation in Gozo",https://environment.ec.europa.eu/news/sow-grow-unite-garden-every-generation-gozo-2026-04-19_en,227.md,Yes,"Community, First Nations, and Social Licence Initiatives",International,9,6,7,8,2,8,3,6.576271,Medium,"Gozo General Hospital has announced the Sow, Grow, Unite Community Garden under its community engagement programme, which aims to promote inclusive participation.",,,,,,Garden unites generations,"Hospital-led permaculture garden strengthens learning, health, and community resilience through shared stewardship."
2026-04-17,How a tourism project is helping protect nature and jobs in Colombia,https://environment.ec.europa.eu/news/how-tourism-project-helping-protect-nature-and-jobs-colombia-2026-04-17_en,228.md,Yes,"Environmental Protection, Biodiversity, and Nature Policy",International,8,0,9,8,6,7,5,6.254237,Medium,Regenerative Tourism in Colombia.,A regenerative tourism initiative embeds learning and citizen science to shift benefits to local communities.,"CHECK operates across 20 destinations with 200 local operators and over 1,500 participants, including marine education around coral ecosystems, sea turtle nesting sites, and humpback whale habitats in Arusí.","The model strengthens local skills and livelihoods while aligning conservation with income generation, supporting more inclusive and sustainable development and reducing pressure on endangered habitats.",,,Regenerative tourism payoff,EU-backed project in Colombia channels tourism profits to local communities and conservation.
2026-04-17,Bringing soil science to life for the next generation,https://environment.ec.europa.eu/news/bringing-soil-science-life-next-generation-2026-04-17_en,229.md,Yes,"Community, First Nations, and Social Licence Initiatives",International,6,2,6,7,1,7,5,4.830508,Low,"The European Commission’s Directorate-General for Environment has announced outcomes under the SOILSTORIES (Empowering Rural Youth Through Soil Literacy) program, which aims to promote inclusive participation by engaging rural students and disadvantaged communities in soil science education in Türkiye.",,,,,,Soil literacy spreads globally,"EU-backed SOILSTORIES reaches 700 children, builds trust, and scales digital education worldwide."
2026-04-24,Major redevelopment of Gillieston Public School reaches new heights,https://www.nsw.gov.au/ministerial-releases/major-redevelopment-of-gillieston-public-school-reaches-new-heights,230.md,Yes,"Infrastructure, Project Approvals, and EPBC Developments",NSW,4,6,7,6,6,6,6,5.830508,Medium,The Minns Labor Government has undertaken the Gillieston Public School redevelopment in Maitland to increase the permanent capacity by more than 650 students.,"Work will deliver a co-located fee-free public preschool for Gillieston Public School and nearby Tenambit Public School, accommodating up to 200 children per week across the two sites.",,,,,Gillieston upgrade milestone,"NSW opens 2027 facilities, adding 650 seats and two co-located preschools."
2026-04-24,"$12.3 million to accelerate over 9,800 new homes across regional NSW",https://www.nsw.gov.au/ministerial-releases/123-million-to-accelerate-over-9800-new-homes-across-regional-nsw,231.md,Yes,"Infrastructure, Project Approvals, and EPBC Developments",NSW,7,6,8,6,7,7,8,6.881356,Medium,The NSW Government has allocated $12.3 million in funding under the Low Cost Loans Initiative to accelerate six enabling infrastructure projects across five regional councils in NSW.,"Under the LCLI the NSW Government covers 50 per cent of interest costs on eligible loans, helping unlock more than 9,800 new homes across regional NSW.",,,,,"Funding unlocks 9,800 homes","NSW funds regional housing via $12.3m loans, expanding capacity for 9,800+ dwellings."
2026-04-24,Hunter girls fired up for their futures,https://www.nsw.gov.au/ministerial-releases/hunter-girls-fired-up-for-their-futures,232.md,Yes,Funding and Grant Announcements,NSW,7,7,7,8,2,7,2,6.220339,Medium,Girls on Fire funding update.,NSW Government announced funding for Girls on Fire to empower regional girls in emergency services.,"The program received over $180,000 under the Investing in Women grants to deliver a 9-week hands-on training and disaster preparedness.","The funding supports regional women's leadership development and expands pathways into emergency services, enhancing community resilience and representation.",,,Girls on Fire expands,"NSW funds 9-week Girls on Fire to train regional girls in emergency services, 500 participants."
2026-04-24,Home stretch: fuel compliance inspections close in on most remote service stations this long weekend,https://www.nsw.gov.au/ministerial-releases/fuel-inspections-remote-stations,233.md,Yes,"Compliance, Oversight, and Enforcement Actions",NSW,6,7,6,6,3,6,4,5.644068,Medium,Fuel Transparency Enforcement Update.,"NSW Fair Trading issued over 210 fines after inspecting more than 2,300 petrol stations across the state.","Key compliance focus includes price signage failures, large price discrepancies, and the Bowser Busters programme driving regional enforcement.","On-the-spot fines of $1,100 apply for breaches; higher penalties may be sought for repeated offences; inspectors warn non-compliant stations could face court actions.",,,Fuel price crackdown,"NSW Fair Trading expands inspections to remote stations; 2,300 sites visited, 210 fines issued."
2026-04-24,Young families lead the charge at latest Lismore buyback homes auction,https://www.nsw.gov.au/ministerial-releases/young-families-lead-charge-at-latest-lismore-buyback-homes-auction,234.md,Yes,"Infrastructure, Project Approvals, and EPBC Developments",NSW,8,8,8,8,7,8,6,7.779661,High,The NSW Reconstruction Authority has approved the relocation of buyback dwellings to flood-safe land within 11 months in the Northern Rivers.,"Successful bidders are required to relocate the dwellings to flood-safe land within 11 months, and all net proceeds from the home sales are reinvested into the Resilient Homes Program to support more flood-affected residents.",,,,,Lismore buyback surge,Young families secure 10 flood-safe homes; proceeds reinvested to fund more relocations across the program.
2026-04-24,Applications open to celebrate NSW carers,https://www.nsw.gov.au/ministerial-releases/applications-open-celebrate-carers,235.md,Yes,Funding and Grant Announcements,NSW,4,7,6,6,2,6,2,5.084746,Medium,Carers Week Grants Open.,The Minns Government has opened applications for the NSW National Carers Week Grants program to support initiatives that bring carers together.,"Grants total $220,000; individual grants range from $1,000 to $2,000; open to not-for-profit organisations and local councils running events during National Carers Week (11–17 October 2026).","Funding will help increase social connection, recognition and wellbeing for carers, supporting local delivery of tailored activities and strengthening community resilience.",,,Carers grants open,"Organisations can apply for NSW National Carers Week funding totaling $220,000; deadline 25 May 2026."
2026-04-24,"More than 15,000 new homes for Punchbowl and Wiley Park",https://www.nsw.gov.au/ministerial-releases/more-than-15000-new-homes-for-punchbowl-and-wiley-park,236.md,Yes,"Infrastructure, Project Approvals, and EPBC Developments",NSW,7,8,8,6,6,7,8,7.067797,High,"The NSW Government and City of Canterbury-Bankstown have finalised planning controls for the Punchbowl and Wiley Park Transport Oriented Development precincts to enable more than 15,000 homes near Sydney Metro stations.",Up to 3 per cent affordable housing will be provided for developments over 200 sqm.,,,,,Transit-led housing surge,"NSW unlocks 15,000+ homes in Punchbowl and Wiley Park TODs near new Metro stations."
2026-04-24,$50 million relief for community services sector as Minns Labor Government reduces levy,https://www.nsw.gov.au/ministerial-releases/community-services-long-service-levy-reduced,237.md,Yes,Funding and Grant Announcements,NSW,6,8,7,7,6,8,6,6.966102,Medium,Levy relief for community services.,The Minns Labor Government announced a temporary levy reduction to the portable long service leave scheme for community services.,The 25% levy cut for 2025-2026 saves about $50 million and supports not-for-profit disability and social service organisations during 2025-2026.,"By improving sector viability and staff retention, the relief supports continuous service delivery and reduces burnout while stabilising funding for frontline workers.",,,Sector relief,"NSW govt cuts portable long-service levy by ~25% for 2025-26, saving ~$50m and stabilising funding."
2026-04-24,World class observatory opens in Mallanganee,https://www.nsw.gov.au/ministerial-releases/mallanganee-observatory-opens,238.md,No,,,,,,,,,,,,,,,,,,,
2026-04-24,23 retailers closed in targeted tobacco and vaping blitz,https://www.nsw.gov.au/ministerial-releases/23-retailers-closed-targeted-tobacco-and-vaping-blitz,239.md,Yes,"Compliance, Oversight, and Enforcement Actions",NSW,6,8,7,6,2,4,1,5.423729,Medium,Central Coast illicit tobacco crackdown.,"NSW Health inspectors closed 23 retailers for 90 days under new powers, with ongoing investigations and potential prosecutions.","The operation used short-term closure orders for premises selling illicit tobacco, illegal vaping goods, or selling without a licence, supported by NSW Police and the ABF.","Retailers failing to comply may face further enforcement or penalties, and local courts can issue longer closure orders up to one year if illicit products persist or licences are breached.",,,Illicit tobacco crackdown,"Health closes 23 retailers for 90 days amid massive seizures of cigarettes, vapes, and tobacco."
2026-04-23,Boosting affordable housing in North Queensland,https://minister.infrastructure.gov.au/m-king/media-release/boosting-affordable-housing-north-queensland,240.md,Yes,Funding and Grant Announcements,Australian National Scope,7,7,8,8,7,6,7,7.169492,High,NAIF backs Townsville housing.,The Northern Australia Infrastructure Facility announced a loan to build 81 social and affordable housing units in Townsville.,"The loan will fund construction of the Townsville Affordable Living Precinct, delivering 21 social housing units and 60 affordable units near the CBD, supporting up to 240 residents.","The investment will create more than 150 full-time equivalent jobs during construction and seven ongoing positions, improving housing access and local resilience in North Queensland.",,,Townsville housing boost,"NAIF lends $40m to 81 units, creating ~150 jobs during construction and seven ongoing roles."
2026-04-22,Albanese Government backs Darwin student accommodation,https://minister.infrastructure.gov.au/m-king/media-release/albanese-government-backs-darwin-student-accommodation,241.md,Yes,"Infrastructure, Project Approvals, and EPBC Developments",Northern Territory,7,6,7,6,2,6,9,5.830508,Medium,The Northern Australia Infrastructure Facility has approved a loan of around $70 million to Campus Living Villages Pty Ltd to fund the construction and refurbishment of more than 400 purpose-built student accommodation beds in Darwin.,"The project is forecast to deliver more than $200 million in Gross Regional Product for the Northern Territory over the next 20 years, and will support 302 local jobs and 44 ongoing jobs.",,,,,Dorms unlock growth,"NAIF funds $70m for 400 CDU beds in Darwin, creating 302 local jobs."
2026-04-21,"Federal, state and territory ministers commit to a strong north",https://minister.infrastructure.gov.au/m-king/media-release/federal-state-and-territory-ministers-commit-strong-north,242.md,No,,,,,,,,,,,,,,,,,,,
2026-04-22,Participants Workshop 2026,https://blueeconomycrc.com.au/participants-workshop-2026/,243.md,No,,,,,,,,,,,,,,,,,,,
2026-04-18,EU Organic Awards: application period still open!,https://circulareconomy.europa.eu/platform/en/news-and-events/all-news/eu-organic-awards-application-period-still-open,244.md,Yes,Funding and Grant Announcements,International,6,7,7,7,2,4,4,5.508475,Medium,EU Organic Awards Open.,The European Commission and partners opened the EU Organic Awards application period to recognise sustainable organic farming projects.,"There are 7 awards across 6 categories recognising actors along the organic value chain that have developed an excellent, innovative, sustainable and inspiring project producing added value for organic production and consumption.","The awards promote sustainability in production and consumption, driving resource efficiency and animal welfare, aligning with circular economy goals and potentially boosting support for organic farming initiatives across Europe.",,,Apply for Organic Awards,EU producers encouraged to apply by April 26 for awards across six categories.
2026-04-23,The IMF Executive Board Concludes Fifth Review of the Extended Fund Facility Arrangement for Ecuador,https://www.imf.org/en/news/articles/2026/04/22/pr26126-ecuador-the-imf-concludes-5th-review-of-eff-arrangement,245.md,No,,,,,,,,,,,,,,,,,,,
2026-04-18,"Press Briefing Transcript: Western Hemisphere Department, Spring Meetings 2026",https://www.imf.org/en/news/articles/2026/04/18/tr-04172026-press-briefing-transcript-western-hemisphere-department-spring-meetings-2026,246.md,Yes,"Ministerial, Diplomatic, and International Engagements",International,6,6,6,5,3,6,6,5.389831,Medium,IMF Western Hemisphere Update.,IMF leadership engaged with the government of Venezuela to discuss recognition and potential support and closer cooperation.,"The Fund will work on diagnostics, provide policy advice, capacity development, and potentially financial assistance as it assesses Venezuela's economy.","The update signals IMF engagement to stabilise inflation, support social safety nets amid energy and food price pressures, and promote credible monetary and fiscal frameworks in the region.",,,IMF regional shock risk,Inflation and energy price spillovers prompt targeted safety nets and cautious fiscal support.
2026-04-18,"Press Briefing Transcript: International Monetary and Financial Committee, Spring Meetings 2026",https://www.imf.org/en/news/articles/2026/04/17/tr-04172026-transcript-imfc-press-briefing-spring-meetings-2025,247.md,Yes,Legislative and Statutory Developments,International,8,6,6,6,8,6,8,6.711864,Medium,IMF Adopts Diriyah Principles.,"IMFC approves Diriyah Principles and IMF quota reforms to boost transparency, fairness, and regional balance.","Diriyah Principles push open, merit‑based MD selection and protected low‑income quotas, plus regional balance on the IMF Board, with Venezuela re-engagement and discussions on PRGT funding of $20‑$50 billion.","The reforms strengthen governance credibility and multilateralism, helping the IMF respond to shocks with targeted, fiscally prudent support; could bolster funding for low‑income countries via PRGT and coordinated financing with other lenders.",,,Diriyah reforms advance,"IMF advances governance reforms and quota changes; Venezuela reengagement under way, $20–$50bn financing possible."
2026-04-18,IMF Staff Reaches Staff Level Agreement with Armenia on the First Review of the Stand-By Arrangement,https://www.imf.org/en/news/articles/2026/04/17/pr-26125-armenia-imf-staff-reaches-agreement-on-the-first-rev-of-the-stand-by-arrangement,248.md,No,,,,,,,,,,,,,,,,,,,
2026-04-18,"Press Briefing Transcript: European Department, Spring Meetings 2026",https://www.imf.org/en/news/articles/2026/04/17/tr-04172026-press-briefing-transcript-european-department-spring-meetings-2026,249.md,Yes,"Reports, Data Releases, and Analytical Insights",International,8,7,7,7,7,8,8,7.355932,High,"EU energy transition and Green Deal have implications for euro-area growth resilience by reducing import dependence, says IMF European Department.","The IMF says targeted, temporary support for the vulnerable preserves price signals and fiscal space for other priorities.","“In the reference scenario, the impact of the Iran war will shave off 0.5 percent of GDP on euro-area growth over the next two years,” the IMF says.",,,,Energy shock risk,IMF urges targeted relief and EU-wide transition to bolster resilience amid war-driven outlook.
2026-04-18,Chair’s Statement Fifty-Third Meeting of the IMFC,https://www.imf.org/en/news/articles/2026/04/17/pr26124,250.md,No,,,,,,,,,,,,,,,,,,,
2026-04-17,"Press Briefing Transcript: Middle East and Central Asia Region, Spring Meetings 2026",https://www.imf.org/en/news/articles/2026/04/16/tr-04162026-press-briefing-transcript-middle-east-and-central-asia-region-spring-meetings-2026,251.md,Yes,"Reports, Data Releases, and Analytical Insights",International,8,6,6,4,8,7,7,6.525424,Medium,"Broad fuel subsidies should not be reinstated or expanded has implications for energy budgets and social protection, says IMF.","The IMF says that automatic stabilisers should be allowed, with targeted, temporary support financed through reprioritised spending to protect the vulnerable.","The adverse scenario has $100 per barrel on average in 2026, the IMF says.",,,,Oil shock reshapes region,IMF urges targeted support and fiscal restraint to cushion vulnerable economies amid disruption.
2026-04-17,IMF Announces Resumption of Dealings with Venezuela,https://www.imf.org/en/news/articles/2026/04/16/pr26123-venezuela-imf-announces-resumption-of-dealings,252.md,Yes,"Ministerial, Diplomatic, and International Engagements",International,2,0,1,0,0,0,7,0.745763,Low,IMF re-engages Venezuela.,"In Washington, Kristalina Georgieva announced the IMF will resume dealings with the Government of Venezuela under acting President Delcy Rodríguez.",The IMF will resume dealings with Venezuela in line with long-standing practice and member views.,"It signals potential re-engagement with Venezuela within IMF framework, with implications for governance and international financial cooperation.",,,"Talks resume, signals turn","Global lender restarts dealings with Caracas after pause, signalling possible funding access and reforms."
2026-04-22,First beams up at Maidstone Street,https://bigbuild.vic.gov.au/news/level-crossing-removal-project/first-beams-up-at-maidstone-street,253.md,Yes,"Infrastructure, Project Approvals, and EPBC Developments",Victoria,6,2,6,4,2,7,7,4.59322,Low,Construction has commenced on the Maidstone Street road bridge as part of the Level Crossing Removal Project.,"Traffic will switch to the temporary road later this year, meaning fewer road closures and significantly reducing disruptions to the community.",,,,,Bridge beams take shape,"Temporary road enables Maidstone Street traffic; new crossing opens 2027 for 14,400 daily drivers."
2026-04-20,First Nations–owned company powering tunnel boring machines with renewable energy,https://bigbuild.vic.gov.au/news/suburban-rail-loop/first-nationsowned-company-powering-tunnel-boring-machines-with-renewable-energy,254.md,Yes,"Infrastructure, Project Approvals, and EPBC Developments",Victoria,9,8,9,9,8,9,9,8.677966,High,The contract has been awarded to Yurringa Energy to power SRL East TBMs with 100% renewable energy for the 10km twin tunnels between Glen Waverley and Box Hill.,"It will create up to 8000 direct local jobs, with more than 3000 people already working on the project, alongside training opportunities for Victorian women, Aboriginal people, young people and those with disability.",,,,,First Nations power shift,Indigenous-owned energy supplier powers SRL East TBMs with 100% renewables; trains slated for 2035.
2026-04-17,Have your say on the Point Cook Road Upgrade,https://bigbuild.vic.gov.au/news/roads/have-your-say-on-the-point-cook-road-upgrade,255.md,No,,,,,,,,,,,,,,,,,,,
2026-04-17,Shop local and win in Mordialloc,https://bigbuild.vic.gov.au/news/level-crossing-removal-project/shop-local-and-win-in-mordialloc-april,256.md,Yes,"Community, First Nations, and Social Licence Initiatives",Victoria,2,2,2,2,2,2,7,2.169492,Low,"Victoria's Level Crossing Removal Project has announced a Spend and Win competition under the Spend and Win program, which aims to support inclusive participation by encouraging the community to shop local in Mordialloc.",,,,,,Shop local rewards today,Apr 27–May 24: spend $10 in Mordialloc traders to enter weekly $200 prize.
2026-04-17,Hopkins Road to close ahead of final bridge works,https://bigbuild.vic.gov.au/news/level-crossing-removal-project/hopkins-road-to-close-ahead-of-final-bridge-works,257.md,No,,,,,,,,,,,,,,,,,,,
